t_s,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a
1.4,0.56,2.87,2.2,1.94,0.35,0.0,0.0,0.0,0.058,0.44,-43.95,46.49,-10.37,-28.56,26.63,10.02,-46.67,46.41,12.66,-27.69,24.43,12.66,-42.36,44.21,26.72,8.79,-15.03,-0.92,-40.82,54.18,-7.35,-29.22,27.66,12.01,-53.91,54.35,12.74,-20.39,30.36,7.42,-39.44,51.0,18.0,15.47,-9.46,-0.0343,-0.3117,0.1462,-0.2101,0.1834,-0.5377,0.2975,-1.0,0.7245,0.364,0.262,-0.4022,0.242,-0.3417,0.606,0.4136,0.7673,-0.5761,0.006,0.013,0.013,0.019,0.019,0.0,0.013,0.026,0.013,0.019,0.0,0.006,0.006,0.006,0.013,0.006,0.0,0.006
1.44,0.46,2.78,-2.41,-1.74,-0.21,0.0,0.0,0.0,0.058,0.09,-44.03,47.9,-8.53,-29.44,27.07,11.16,-48.08,47.81,13.54,-26.63,24.7,12.22,-42.01,45.62,25.58,9.49,-15.21,-2.11,-42.32,55.68,-8.85,-27.72,26.16,10.51,-55.41,55.85,11.24,-20.14,28.86,8.92,-40.94,52.5,18.74,15.21,-7.96,-0.0604,-0.3876,0.0819,-0.3429,0.2087,-0.6171,0.2703,-1.0,0.6719,0.2346,0.0883,-0.5366,0.446,-0.4129,0.4912,0.5354,0.7311,-0.6698,0.006,0.013,0.013,0.019,0.019,0.0,0.013,0.026,0.013,0.019,0.0,0.006,0.006,0.006,0.013,0.006,0.0,0.006
1.48,0.48,2.74,1.1,0.95,-1.7,0.0,0.0,0.0,0.058,1.58,-44.03,49.31,-7.73,-29.97,27.6,12.13,-49.48,49.22,14.15,-25.31,25.75,11.43,-41.48,47.11,24.17,10.46,-15.12,-3.61,-43.82,57.18,-10.35,-26.22,24.66,9.01,-56.91,57.35,9.74,-21.64,27.36,10.42,-42.44,54.0,20.24,13.71,-9.46,-0.1684,-0.4074,0.1089,-0.517,0.4457,-0.6536,0.1493,-1.0,0.4901,0.2044,0.0426,-0.6039,0.5649,-0.6736,0.3372,0.6666,0.5012,-0.9807,0.039,0.0,0.006,0.013,0.013,0.0,0.006,0.019,0.013,0.006,0.0,0.006,0.006,0.0,0.006,0.006,0.006,0.006
1.52,0.44,2.74,-1.28,-1.24,3.98,0.0,0.0,0.0,0.058,0.62,-43.68,50.71,-8.0,-30.15,27.51,12.83,-50.89,50.71,14.5,-23.99,26.46,10.63,-41.04,48.52,22.85,11.6,-14.5,-5.11,-45.32,58.68,-11.85,-24.72,23.16,7.51,-58.41,58.85,8.24,-23.14,25.86,11.92,-43.94,55.5,21.74,12.21,-10.96,-0.1604,-0.5105,-0.0258,-0.5104,0.3309,-0.6409,0.1357,-1.0,0.3884,0.1015,-0.1813,-0.9073,0.7024,-0.6962,0.2063,0.7794,0.4489,-1.0,0.039,0.0,0.006,0.013,0.013,0.0,0.006,0.019,0.013,0.006,0.0,0.006,0.006,0.0,0.006,0.006,0.006,0.006
1.56,0.46,2.78,1.03,1.06,-0.94,0.0,0.0,0.0,0.058,0.44,-43.59,52.12,-7.21,-30.15,26.81,13.1,-52.21,52.12,14.33,-22.85,27.07,10.2,-41.04,49.92,21.62,12.57,-13.62,-6.4,-46.82,57.18,-13.35,-23.22,21.66,6.01,-59.91,60.35,6.74,-24.64,24.36,13.42,-45.44,57.0,23.24,10.71,-12.46,-0.1829,-0.5216,-0.1359,-0.6892,0.4318,-0.6584,0.1103,-1.0,0.2529,0.0832,-0.2485,-0.8846,0.8354,-0.8375,0.0437,0.9278,0.3011,-1.0,0.039,0.0,0.006,0.013,0.013,0.0,0.006,0.019,0.013,0.006,0.0,0.006,0.006,0.0,0.006,0.006,0.006,0.006
1.6,0.44,2.71,-0.67,-0.4,-2.93,0.0,0.0,0.0,0.058,-0.35,-43.59,53.61,-7.12,-29.88,25.93,13.1,-53.61,53.53,13.97,-22.15,27.16,10.11,-41.57,51.33,20.92,13.27,-12.66,-6.05,-48.32,55.68,-14.85,-21.72,20.16,5.18,-61.41,61.85,5.24,-26.14,22.86,14.92,-46.94,58.5,24.74,9.21,-13.96,-0.1728,-0.4917,-0.1714,-0.6517,0.3423,-0.6104,0.1481,-1.0,0.1855,0.0851,-0.2558,-0.9598,0.8204,-0.8061,0.0215,0.9486,0.2985,-1.0,0.006,0.019,0.006,0.006,0.013,0.019,0.013,0.058,0.019,0.019,0.0,0.006,0.006,0.019,0.013,0.006,0.006,0.0
1.64,0.4,2.72,-0.09,-0.26,5.78,0.0,0.0,0.0,0.058,-1.85,-43.95,54.76,-8.09,-28.92,24.79,13.1,-55.02,54.84,12.92,-21.62,27.16,10.28,-42.19,52.73,20.39,13.62,-11.87,-6.19,-49.82,54.18,-16.35,-20.22,18.66,6.68,-62.91,63.35,4.46,-27.64,21.36,16.42,-48.44,60.0,26.24,7.71,-15.46,-0.1767,-0.4998,-0.1908,-0.6882,0.3407,-0.5662,0.2124,-1.0,0.1761,0.1276,-0.127,-0.8972,0.7362,-0.7798,0.0882,0.904,0.3147,-1.0,0.006,0.019,0.006,0.006,0.013,0.019,0.013,0.058,0.019,0.019,0.0,0.006,0.006,0.019,0.013,0.006,0.006,0.0
1.68,0.39,2.78,1.08,0.94,-3.49,0.0,0.0,0.0,0.058,-2.64,-44.82,55.81,-9.05,-27.77,23.38,12.04,-56.43,56.25,11.87,-21.53,26.19,11.07,-43.15,54.14,20.21,13.62,-11.34,-4.69,-49.76,52.68,-17.85,-18.72,17.16,8.18,-64.41,64.85,5.96,-29.14,19.86,17.92,-49.94,61.5,27.74,6.21,-16.96,-0.0713,-0.4502,-0.1874,-0.5831,0.223,-0.5935,0.2345,-1.0,0.2766,0.2545,-0.1009,-0.8988,0.6587,-0.6497,0.1083,0.894,0.3635,-1.0,0.006,0.019,0.006,0.006,0.013,0.019,0.013,0.058,0.019,0.019,0.0,0.006,0.006,0.019,0.013,0.006,0.006,0.0
1.72,0.3,2.76,-1.22,-0.97,2.77,0.0,0.0,0.0,0.058,-4.57,-45.97,56.51,-10.28,-26.37,21.88,10.9,-57.83,57.66,10.46,-21.62,25.31,12.04,-44.47,55.63,20.57,13.36,-11.25,-3.19,-48.26,54.18,-19.35,-17.22,18.66,9.68,-65.91,66.35,7.46,-27.64,18.36,17.24,-51.44,63.0,28.73,4.71,-18.46,-0.0622,-0.3892,-0.1088,-0.5809,0.1543,-0.5295,0.3721,-1.0,0.347,0.3148,0.1452,-0.6282,0.4926,-0.5467,0.2812,0.8209,0.52,-1.0,0.019,0.026,0.0,0.013,0.006,0.013,0.006,0.033,0.013,0.013,0.019,0.019,0.019,0.033,0.013,0.006,0.026,0.0
1.76,0.36,2.75,1.31,0.74,-1.75,0.0,0.0,0.0,0.058,-4.48,-47.11,56.87,-11.69,-25.05,20.65,9.84,-59.24,59.15,9.05,-22.32,24.08,13.27,-45.88,57.04,21.45,12.66,-11.43,-1.69,-46.76,55.68,-17.85,-18.72,20.16,11.18,-67.41,67.85,8.96,-26.14,16.86,15.74,-50.7,64.5,27.23,6.21,-19.96,0.0079,-0.3276,-0.014,-0.3683,0.0951,-0.5258,0.4068,-1.0,0.5171,0.5363,0.2549,-0.638,0.2562,-0.4672,0.4059,0.6522,0.5884,-1.0,0.019,0.026,0.0,0.013,0.006,0.013,0.006,0.033,0.013,0.013,0.019,0.019,0.019,0.033,0.013,0.006,0.026,0.0
1.8,0.36,2.73,-0.68,-0.53,1.54,0.0,0.0,0.0,0.058,-6.24,-48.08,56.87,-13.1,-23.64,19.6,9.14,-60.73,60.56,8.17,-23.29,22.59,14.68,-47.2,58.45,22.24,11.69,-12.13,-0.19,-45.26,57.18,-16.35,-20.22,21.66,12.68,-68.91,69.35,10.46,-24.64,18.36,14.24,-49.2,66.0,25.73,7.71,-20.0,0.0306,-0.3133,0.0954,-0.3411,-0.032,-0.498,0.4792,-1.0,0.6296,0.5763,0.4232,-0.4424,0.2145,-0.2577,0.5117,0.5528,0.8062,-1.0,0.019,0.026,0.0,0.013,0.006,0.013,0.006,0.033,0.013,0.013,0.019,0.019,0.019,0.033,0.013,0.006,0.026,0.0
1.84,0.39,2.71,0.67,0.71,-1.68,0.0,0.0,0.0,0.058,-5.8,-48.87,56.87,-14.41,-22.32,18.98,8.53,-62.14,61.96,7.38,-24.26,21.27,15.73,-48.34,59.85,23.55,10.55,-13.1,1.31,-43.76,58.68,-14.85,-21.72,23.16,14.18,-70.41,70.85,11.96,-23.14,19.86,12.74,-47.7,67.5,24.23,9.21,-18.5,0.0668,-0.2868,0.185,-0.2477,-0.0317,-0.4824,0.4611,-1.0,0.7991,0.7193,0.5518,-0.3333,0.0324,-0.2569,0.6107,0.4021,0.8926,-0.9496,0.0,0.013,0.0,0.006,0.006,0.006,0.0,0.039,0.019,0.0,0.019,0.013,0.006,0.045,0.013,0.0,0.019,0.019
1.88,0.36,2.72,-0.78,-0.24,1.32,0.0,0.0,0.0,0.058,-6.06,-49.13,56.78,-15.47,-21.18,18.54,8.44,-63.63,63.37,7.12,-25.05,20.13,16.52,-49.22,61.35,24.52,9.58,-14.33,2.81,-42.26,60.18,-13.35,-23.22,22.7,15.68,-71.91,72.35,13.46,-21.64,21.36,11.24,-46.2,69.0,22.73,10.71,-17.0,0.0855,-0.2749,0.1953,-0.1916,-0.1189,-0.4977,0.4774,-1.0,0.8964,0.6843,0.6432,-0.2842,0.0181,-0.1505,0.6563,0.3018,1.0,-0.716,0.0,0.013,0.0,0.006,0.006,0.006,0.0,0.039,0.019,0.0,0.019,0.013,0.006,0.045,0.013,0.0,0.019,0.019
1.92,0.39,2.73,0.79,0.88,-0.08,0.0,0.0,0.0,0.058,-5.45,-49.22,57.13,-16.26,-20.48,18.72,8.44,-65.13,64.78,7.03,-25.58,19.16,16.96,-49.83,62.75,25.14,8.79,-15.56,2.8,-40.76,61.68,-11.85,-24.72,21.2,15.77,-73.41,73.85,14.96,-20.14,22.86,9.74,-44.7,70.5,21.23,12.21,-15.5,0.0801,-0.2245,0.1914,-0.1863,-0.0329,-0.5619,0.4507,-1.0,0.9069,0.6579,0.7149,-0.2477,0.0335,-0.1651,0.6899,0.2585,1.0,-0.6754,0.0,0.013,0.0,0.006,0.006,0.006,0.0,0.039,0.019,0.0,0.019,0.013,0.006,0.045,0.013,0.0,0.019,0.019
1.96,0.43,2.76,1.34,0.86,0.18,0.0,0.0,0.0,0.058,-4.22,-49.04,58.01,-16.79,-19.86,18.98,9.05,-66.53,66.18,7.29,-25.75,18.63,16.96,-50.1,64.16,25.49,8.44,-16.61,2.78,-39.26,63.18,-10.35,-26.22,19.7,16.02,-74.91,75.35,16.46,-18.64,24.36,8.24,-43.2,72.0,19.73,13.71,-14.0,0.0794,-0.2522,0.1538,-0.1695,-0.028,-0.6227,0.4578,-1.0,0.8952,0.5583,0.6949,-0.3244,0.0838,-0.148,0.7112,0.2612,1.0,-0.5745,0.033,0.006,0.013,0.0,0.0,0.006,0.006,0.019,0.013,0.013,0.006,0.006,0.006,0.013,0.006,0.0,0.006,0.013
2.0,0.31,2.68,-2.13,-1.55,-0.16,0.0,0.0,0.0,0.058,-3.87,-48.34,59.06,-16.96,-19.78,19.69,10.11,-68.03,67.59,8.35,-25.58,18.46,16.79,-50.1,65.65,25.49,8.35,-17.49,1.89,-39.43,64.68,-8.87,-24.72,18.2,16.3,-76.41,76.85,14.96,-17.14,25.86,7.73,-41.7,73.5,18.23,15.21,-12.5,0.0539,-0.2625,0.0237,-0.2533,0.0433,-0.7397,0.4657,-1.0,0.799,0.4001,0.6378,-0.4044,0.2208,-0.1914,0.6916,0.3605,1.0,-0.6254,0.033,0.006,0.013,0.0,0.0,0.006,0.006,0.019,0.013,0.013,0.006,0.006,0.006,0.013,0.006,0.0,0.006,0.013
2.04,0.36,2.69,1.04,0.71,-0.33,0.0,0.0,0.0,0.058,-1.49,-47.11,60.29,-16.88,-19.78,19.69,11.34,-69.43,68.99,9.32,-24.87,18.63,15.91,-49.57,67.06,24.96,8.53,-18.02,0.84,-40.93,63.18,-10.37,-23.22,16.7,14.8,-77.83,78.35,13.46,-15.64,24.36,9.23,-43.2,75.0,16.73,16.71,-11.0,0.024,-0.3077,-0.0727,-0.3245,0.2542,-0.7621,0.4192,-0.9605,0.6763,0.3279,0.5967,-0.4971,0.2657,-0.3983,0.5997,0.4765,0.8407,-0.8008,0.033,0.006,0.013,0.0,0.0,0.006,0.006,0.019,0.013,0.013,0.006,0.006,0.006,0.013,0.006,0.0,0.006,0.013
2.08,0.3,2.67,-0.92,-0.47,1.3,0.0,0.0,0.0,0.058,-1.14,-45.7,61.61,-16.52,-20.3,19.6,12.66,-70.84,70.49,10.63,-23.99,19.34,14.94,-48.78,68.38,24.08,9.14,-18.19,0.85,-42.43,61.68,-11.87,-21.72,15.2,14.1,-79.33,79.85,11.96,-14.14,22.86,10.73,-44.7,76.5,18.23,18.21,-9.5,0.0243,-0.4037,-0.254,-0.3477,0.2608,-0.7907,0.4028,-1.0,0.5616,0.1712,0.3716,-0.761,0.4248,-0.4548,0.4434,0.6135,0.8192,-0.8682,0.045,0.013,0.0,0.019,0.026,0.019,0.013,0.019,0.013,0.013,0.013,0.006,0.026,0.019,0.013,0.006,0.006,0.0
2.12,0.33,2.68,0.37,0.75,-1.88,0.0,0.0,0.0,0.058,0.44,-44.74,62.67,-15.29,-21.18,18.63,13.71,-72.25,71.81,11.69,-22.68,20.3,13.62,-47.81,69.87,22.94,10.11,-18.19,-0.65,-43.93,60.18,-13.37,-20.22,13.7,12.6,-80.0,81.35,10.46,-12.64,21.36,12.23,-46.2,78.0,19.73,16.71,-11.0,-0.0377,-0.4113,-0.3452,-0.5232,0.4485,-0.767,0.3233,-1.0,0.407,0.1085,0.2468,-0.8334,0.5521,-0.6825,0.2469,0.7506,0.6346,-1.0,0.045,0.013,0.0,0.019,0.026,0.019,0.013,0.019,0.013,0.013,0.013,0.006,0.026,0.019,0.013,0.006,0.006,0.0
2.16,0.41,2.68,1.02,0.07,0.25,0.0,0.0,0.0,0.058,1.05,-43.33,63.63,-13.62,-21.71,17.67,14.59,-73.65,73.21,12.48,-21.36,21.36,12.48,-46.41,71.28,21.71,11.51,-17.4,-2.15,-45.43,58.68,-14.87,-18.72,12.2,11.1,-80.0,82.85,8.96,-14.14,19.86,13.73,-47.7,76.5,21.23,15.21,-12.5,-0.0916,-0.4411,-0.3986,-0.5368,0.535,-0.705,0.2809,-1.0,0.2962,0.0589,0.0659,-1.0,0.6316,-0.8115,0.0979,0.812,0.5345,-1.0,0.045,0.013,0.0,0.019,0.026,0.019,0.013,0.019,0.013,0.013,0.013,0.006,0.026,0.019,0.013,0.006,0.006,0.0
2.2,0.28,2.67,-1.88,-0.68,0.92,0.0,0.0,0.0,0.058,1.05,-42.71,63.98,-13.18,-21.97,16.52,15.03,-75.15,74.62,13.1,-19.95,22.06,11.6,-45.62,72.77,20.74,12.83,-16.44,-3.65,-46.93,57.18,-16.37,-17.22,10.7,9.6,-80.0,81.35,7.46,-15.64,18.36,15.23,-49.2,75.0,22.73,13.71,-14.0,-0.1302,-0.472,-0.4371,-0.6624,0.5415,-0.7092,0.21,-1.0,0.1574,0.0153,-0.0746,-1.0,0.812,-0.891,-0.0947,0.8981,0.4204,-1.0,0.019,0.0,0.0,0.013,0.0,0.019,0.0,0.019,0.019,0.006,0.0,0.0,0.0,0.013,0.006,0.0,0.006,0.013
2.24,0.38,2.74,2.62,1.2,0.33,0.0,0.0,0.0,0.058,1.76,-42.1,64.16,-12.92,-21.97,14.94,15.21,-76.55,76.11,13.18,-18.54,22.5,11.07,-45.18,74.0,20.04,13.89,-15.47,-5.15,-48.43,55.68,-17.87,-15.72,10.46,8.1,-80.0,79.85,5.96,-17.14,16.86,16.73,-50.7,73.5,24.23,12.21,-15.5,-0.1484,-0.4433,-0.419,-0.6858,0.6009,-0.6417,0.2309,-1.0,0.0997,0.0351,-0.1072,-1.0,0.8108,-1.0,-0.1976,0.9137,0.2776,-1.0,0.019,0.0,0.0,0.013,0.0,0.019,0.0,0.019,0.019,0.006,0.0,0.0,0.0,0.013,0.006,0.0,0.006,0.013
2.28,0.27,2.72,-2.3,-1.42,0.08,0.0,0.0,0.0,0.058,0.35,-42.01,63.98,-11.69,-21.71,13.54,15.12,-77.78,77.43,13.1,-17.4,22.5,10.81,-44.74,75.06,19.69,14.59,-14.68,-3.65,-49.8,54.18,-19.37,-14.22,11.38,8.47,-80.0,78.35,4.46,-18.64,15.36,18.23,-52.2,72.0,25.73,10.71,-17.0,-0.0973,-0.4509,-0.4145,-0.6652,0.4731,-0.6309,0.2419,-1.0,0.0788,0.0825,-0.1672,-1.0,0.8468,-0.9279,-0.198,0.9364,0.3272,-1.0,0.019,0.0,0.0,0.013,0.0,0.019,0.0,0.019,0.019,0.006,0.0,0.0,0.0,0.013,0.006,0.0,0.006,0.013
2.32,0.33,2.72,1.95,1.53,-0.45,0.0,0.0,0.0,0.071,0.44,-42.1,63.28,-11.95,-20.83,12.3,14.68,-78.75,78.66,12.3,-16.52,22.41,10.9,-45.0,75.76,19.69,15.21,-14.06,-4.53,-48.3,52.68,-20.87,-12.72,12.88,9.18,-80.0,76.85,5.15,-20.14,13.86,19.73,-53.7,70.5,27.23,9.21,-18.5,-0.1296,-0.3919,-0.2497,-0.6698,0.5369,-0.5817,0.2624,-1.0,0.0787,0.1472,-0.0656,-1.0,0.7774,-1.0,-0.1687,0.8524,0.299,-1.0,0.071,0.019,0.013,0.0,0.013,0.006,0.013,0.013,0.006,0.013,0.0,0.019,0.006,0.006,0.0,0.019,0.0,0.0
2.36,0.29,2.7,-1.52,-1.39,2.51,0.0,0.0,0.0,0.071,-1.32,-42.54,62.4,-12.57,-19.6,11.43,13.54,-79.45,79.45,11.34,-16.0,21.36,11.69,-45.44,76.03,20.21,15.29,-13.89,-3.03,-46.8,51.18,-20.2,-11.22,14.38,10.68,-80.0,76.98,6.65,-21.64,12.36,21.23,-55.2,69.0,28.33,7.71,-20.0,-0.0479,-0.3858,-0.2261,-0.5772,0.3397,-0.5783,0.3341,-1.0,0.1409,0.2109,-0.0034,-1.0,0.7238,-0.831,0.0048,0.8096,0.4063,-1.0,0.071,0.019,0.013,0.0,0.013,0.006,0.013,0.013,0.006,0.013,0.0,0.019,0.006,0.006,0.0,0.019,0.0,0.0
2.4,0.29,2.7,1.25,1.19,-2.14,0.0,0.0,0.0,0.071,-2.2,-43.51,61.08,-13.45,-18.28,10.81,12.39,-79.8,80.07,10.11,-15.82,20.39,12.48,-46.23,76.03,21.09,15.29,-13.97,-1.53,-45.3,52.68,-18.7,-9.72,15.88,12.18,-80.0,78.48,8.15,-20.14,10.86,20.08,-56.7,70.5,26.83,6.21,-20.0,-0.0402,-0.3383,-0.0616,-0.5241,0.3381,-0.5568,0.4039,-1.0,0.2364,0.3317,0.1807,-0.8571,0.5736,-0.8179,0.173,0.6938,0.4568,-1.0,0.071,0.019,0.013,0.0,0.013,0.006,0.013,0.013,0.006,0.013,0.0,0.019,0.006,0.006,0.0,0.019,0.0,0.0
2.44,0.37,2.72,1.44,0.39,0.06,0.0,0.0,0.0,0.071,-3.08,-44.47,59.77,-14.59,-16.88,10.55,11.43,-79.89,80.24,8.79,-15.82,19.07,13.71,-47.37,75.59,22.15,14.68,-14.59,-0.03,-43.8,54.18,-17.2,-11.22,17.38,13.68,-80.0,79.98,9.65,-18.64,9.36,18.58,-58.2,72.0,25.33,6.67,-20.0,0.0499,-0.2894,0.0968,-0.3883,0.1712,-0.5576,0.4931,-1.0,0.3776,0.4249,0.306,-0.7625,0.431,-0.6609,0.4198,0.5656,0.5757,-1.0,0.019,0.019,0.013,0.013,0.006,0.0,0.006,0.0,0.0,0.006,0.019,0.013,0.019,0.058,0.006,0.013,0.026,0.013
2.48,0.29,2.69,-1.49,-0.57,2.49,0.0,0.0,0.0,0.071,-4.04,-45.35,58.27,-15.82,-15.47,10.72,10.63,-79.8,80.24,7.82,-16.44,17.67,15.03,-48.78,74.62,23.38,13.8,-15.47,1.47,-42.3,55.68,-15.7,-12.72,16.02,15.18,-80.0,81.48,11.15,-17.14,7.86,17.08,-56.7,73.5,23.83,8.17,-19.21,0.0609,-0.2554,0.2188,-0.2869,0.0971,-0.5762,0.5549,-1.0,0.5186,0.5338,0.4114,-0.6789,0.3181,-0.5662,0.6258,0.4133,0.7179,-0.9907,0.019,0.019,0.013,0.013,0.006,0.0,0.006,0.0,0.0,0.006,0.019,0.013,0.019,0.058,0.006,0.013,0.026,0.013
2.52,0.35,2.77,2.31,1.01,-1.88,0.0,0.0,0.0,0.071,-3.87,-45.97,56.95,-16.88,-14.15,11.25,10.2,-79.8,80.16,7.12,-17.23,16.26,16.35,-50.1,73.74,24.35,12.57,-16.61,2.0,-40.8,57.18,-14.2,-14.22,17.16,16.68,-80.0,82.98,12.65,-15.64,9.36,15.58,-55.2,75.0,22.33,9.67,-17.71,0.0573,-0.222,0.3358,-0.1966,0.0742,-0.5628,0.5856,-1.0,0.6603,0.6183,0.5631,-0.5635,0.2292,-0.5266,0.7444,0.2642,0.7931,-0.7413,0.019,0.019,0.013,0.013,0.006,0.0,0.006,0.0,0.0,0.006,0.019,0.013,0.019,0.058,0.006,0.013,0.026,0.013
2.56,0.27,2.67,-1.76,-1.19,0.83,0.0,0.0,0.0,0.071,-4.39,-46.23,55.9,-17.75,-13.01,12.3,10.2,-79.8,80.16,6.77,-17.84,14.85,17.31,-51.42,73.04,24.96,11.25,-17.58,2.42,-39.3,58.68,-12.7,-15.72,15.66,18.18,-80.0,84.48,14.15,-14.14,10.86,14.08,-53.7,76.5,20.83,11.17,-16.21,0.0691,-0.2162,0.3495,-0.1182,-0.0715,-0.6069,0.6495,-1.0,0.769,0.5731,0.6439,-0.5073,0.2344,-0.3397,0.9259,0.1604,0.971,-0.4344,0.019,0.0,0.006,0.006,0.006,0.013,0.013,0.006,0.013,0.006,0.013,0.006,0.006,0.058,0.006,0.006,0.026,0.006
2.6,0.27,2.68,1.28,0.25,-1.86,0.0,0.0,0.0,0.071,-3.16,-46.23,55.11,-18.28,-12.22,13.36,10.2,-79.8,80.6,6.77,-18.19,13.45,17.84,-52.65,72.69,25.22,10.2,-18.37,0.96,-37.8,60.18,-11.2,-17.22,14.16,19.68,-80.0,85.98,15.65,-12.64,12.36,12.58,-52.2,78.0,19.33,12.67,-14.71,0.0273,-0.1399,0.3436,-0.1011,0.0838,-0.6995,0.6287,-1.0,0.8033,0.5279,0.7776,-0.4451,0.2365,-0.3949,0.9635,0.1313,0.9214,-0.4491,0.019,0.0,0.006,0.006,0.006,0.013,0.013,0.006,0.013,0.006,0.013,0.006,0.006,0.058,0.006,0.006,0.026,0.006
2.64,0.28,2.66,-0.92,-0.4,2.31,0.0,0.0,0.0,0.071,-2.72,-45.88,54.58,-18.46,-11.69,14.41,11.07,-79.8,81.47,7.38,-18.11,12.39,18.28,-53.53,72.77,25.22,9.4,-18.9,1.63,-36.3,61.68,-9.7,-18.72,12.66,21.18,-80.0,87.48,14.71,-11.14,13.86,11.08,-50.7,79.5,17.83,14.17,-13.21,0.0467,-0.1887,0.2938,-0.0265,0.0751,-0.7539,0.6617,-1.0,0.787,0.4203,0.7429,-0.5467,0.2703,-0.3237,1.0,0.1403,0.9862,-0.3156,0.019,0.0,0.006,0.006,0.006,0.013,0.013,0.006,0.013,0.006,0.013,0.006,0.006,0.058,0.006,0.006,0.026,0.006
2.68,0.33,2.69,1.5,1.53,-0.79,0.0,0.0,0.0,0.071,-1.49,-45.0,54.4,-18.37,-11.51,15.12,12.13,-79.8,82.62,8.17,-17.84,11.6,18.19,-54.14,73.39,24.61,8.96,-18.9,0.83,-34.8,63.18,-8.2,-17.22,11.16,21.51,-80.0,88.98,13.21,-9.64,15.36,12.58,-49.2,81.0,16.33,15.67,-11.71,0.0238,-0.1683,0.2524,-0.0941,0.2039,-0.853,0.6146,-1.0,0.7042,0.308,0.7112,-0.5725,0.4057,-0.3884,0.9187,0.2549,0.8974,-0.4741,0.0,0.013,0.006,0.013,0.0,0.0,0.019,0.006,0.019,0.026,0.006,0.006,0.013,0.019,0.006,0.0,0.006,0.0
2.72,0.38,2.66,0.47,0.03,-0.75,0.0,0.0,0.0,0.071,-0.09,-43.68,54.67,-17.84,-11.51,15.47,13.54,-79.8,84.02,9.23,-16.79,11.07,17.75,-54.67,74.27,23.73,8.79,-18.63,1.39,-36.3,64.68,-6.7,-15.72,9.66,21.33,-80.0,90.48,11.71,-8.14,13.86,14.08,-49.58,82.5,14.83,17.17,-10.21,0.0396,-0.2316,0.127,-0.1212,0.2655,-0.8605,0.6095,-1.0,0.5971,0.2335,0.601,-0.7112,0.4636,-0.4469,0.87,0.373,0.884,-0.5393,0.0,0.013,0.006,0.013,0.0,0.0,0.019,0.006,0.019,0.026,0.006,0.006,0.013,0.019,0.006,0.0,0.006,0.0
2.76,0.3,2.63,-1.3,-0.68,1.75,0.0,0.0,0.0,0.071,0.18,-42.36,55.28,-16.7,-12.04,15.47,14.94,-79.8,85.43,10.63,-15.73,10.99,16.88,-54.67,75.41,22.59,8.96,-18.02,0.62,-37.8,63.18,-7.54,-14.22,8.16,19.83,-80.0,91.98,10.21,-6.64,12.36,15.58,-51.08,84.0,16.33,17.15,-8.71,0.0176,-0.2645,-0.0214,-0.2153,0.3715,-0.8701,0.5514,-1.0,0.4618,0.121,0.4676,-0.8378,0.5769,-0.5512,0.7051,0.5322,0.7664,-0.8098,0.0,0.013,0.006,0.013,0.0,0.0,0.019,0.006,0.019,0.026,0.006,0.006,0.013,0.019,0.006,0.0,0.006,0.0
2.8,0.33,2.67,0.83,0.52,-1.49,0.0,0.0,0.0,0.071,1.58,-41.04,56.25,-15.38,-12.83,14.85,16.26,-79.8,86.84,11.6,-14.33,11.25,16.08,-54.23,76.82,21.18,9.49,-16.96,0.06,-39.3,61.68,-9.04,-12.72,6.66,18.33,-80.0,93.48,8.71,-8.14,10.86,17.08,-52.58,85.5,17.83,15.65,-10.21,0.0018,-0.2879,-0.1033,-0.2998,0.545,-0.8264,0.4733,-1.0,0.3542,0.1003,0.2981,-0.9974,0.6465,-0.7449,0.5063,0.6366,0.6664,-1.0,0.006,0.006,0.013,0.013,0.013,0.006,0.013,0.006,0.019,0.013,0.0,0.006,0.006,0.0,0.013,0.006,0.013,0.013
