t_s,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a
7.2,0.34,2.44,0.18,-0.26,-2.18,27.5,0.0,0.0,0.111,15.29,23.91,-13.62,11.16,11.69,-9.32,12.66,-38.06,90.79,0.18,11.34,-14.41,13.54,-48.6,135.7,22.24,3.78,-1.58,9.62,25.49,-9.78,21.12,18.26,-9.24,11.24,-42.28,99.38,-11.03,19.78,-5.0,15.72,-40.39,132.13,22.65,12.21,7.0,0.2354,0.918,-0.9633,0.6179,0.7815,-0.9837,0.3212,-0.3001,0.5609,-0.3934,0.8142,-0.8114,0.4665,-0.1144,0.7898,0.7145,0.7745,-0.1776,0.013,0.0,0.006,0.013,0.013,0.013,0.006,0.019,0.0,0.019,0.013,0.013,0.006,0.065,0.006,0.0,0.006,0.019
7.24,0.32,2.47,0.89,-0.22,3.52,28.0,0.0,0.0,0.111,14.77,24.79,-12.92,12.22,12.57,-8.26,11.87,-39.46,91.05,-1.23,12.66,-13.01,13.1,-47.37,136.05,21.45,3.96,-1.14,8.12,24.14,-11.28,19.62,16.76,-10.74,10.47,-40.78,100.88,-12.53,18.28,-6.5,17.22,-38.89,133.63,24.15,12.98,8.5,0.1541,0.8934,-1.0,0.5298,0.7324,-1.0,0.2992,-0.2349,0.4589,-0.3948,0.7588,-0.912,0.5047,-0.1926,0.839,0.748,0.6906,-0.2807,0.013,0.0,0.006,0.013,0.013,0.013,0.006,0.019,0.0,0.019,0.013,0.013,0.006,0.065,0.006,0.0,0.006,0.019
7.28,0.37,2.43,1.0,-0.48,-3.72,28.5,0.0,0.0,0.111,15.12,25.31,-12.04,13.45,13.71,-7.56,11.34,-40.52,91.32,-2.64,13.97,-11.51,12.92,-46.14,136.05,20.92,4.57,-0.26,6.62,23.4,-12.78,18.12,15.26,-12.24,10.96,-39.28,99.38,-12.6,16.78,-8.0,18.72,-37.39,135.13,25.65,11.88,10.0,0.0934,0.88,-1.0,0.474,0.6846,-1.0,0.3131,-0.1825,0.3954,-0.36,0.6373,-1.0,0.5724,-0.2217,0.8662,0.7709,0.6705,-0.4083,0.013,0.0,0.006,0.013,0.013,0.013,0.006,0.019,0.0,0.019,0.013,0.013,0.006,0.065,0.006,0.0,0.006,0.019
7.32,0.5,2.42,3.43,-0.07,-4.44,29.0,0.0,0.0,0.117,13.27,25.58,-11.34,14.85,14.85,-7.21,10.9,-41.31,92.64,-4.04,15.29,-10.2,13.01,-44.91,135.62,20.83,5.54,0.88,5.12,23.53,-14.28,16.62,13.76,-13.74,11.91,-37.78,97.88,-13.82,15.28,-9.5,19.97,-38.89,136.63,27.11,10.38,11.5,0.0092,0.8824,-1.0,0.3464,0.6015,-1.0,0.3404,-0.1441,0.3144,-0.395,0.6028,-1.0,0.5706,-0.2802,0.9601,0.7747,0.5695,-0.5125,0.0,0.0,0.0,0.006,0.006,0.006,0.0,0.006,0.019,0.019,0.0,0.0,0.013,0.117,0.0,0.0,0.013,0.013
7.36,0.79,2.62,8.35,4.0,2.47,29.5,0.0,0.0,0.117,13.36,25.58,-10.99,16.0,15.64,-7.21,10.72,-41.84,94.04,-5.45,16.35,-9.23,13.89,-43.51,135.18,21.01,6.86,2.2,3.62,23.44,-15.78,15.12,12.26,-15.24,12.94,-36.28,96.38,-12.32,13.78,-11.0,19.86,-40.18,138.13,26.56,8.88,12.75,0.0055,0.8806,-1.0,0.2983,0.5142,-1.0,0.3698,-0.12,0.2185,-0.3164,0.5566,-1.0,0.5674,-0.276,1.0,0.7588,0.5168,-0.6147,0.0,0.0,0.0,0.006,0.006,0.006,0.0,0.006,0.019,0.019,0.0,0.0,0.013,0.117,0.0,0.0,0.013,0.013
7.4,1.25,2.75,10.47,5.71,1.29,30.0,0.0,0.0,0.117,11.16,25.22,-10.9,16.88,16.35,-7.56,10.72,-42.1,95.27,-6.86,17.14,-8.53,14.77,-42.19,135.09,21.88,8.0,3.6,2.12,23.85,-17.28,13.62,10.76,-16.74,14.41,-34.78,94.88,-10.82,12.28,-12.5,21.36,-38.68,139.63,27.03,7.38,11.25,0.0336,0.8882,-1.0,0.2627,0.4406,-1.0,0.4118,-0.134,0.1653,-0.2734,0.4488,-1.0,0.6248,-0.2271,1.0,0.7721,0.507,-0.718,0.0,0.0,0.0,0.006,0.006,0.006,0.0,0.006,0.019,0.019,0.0,0.0,0.013,0.117,0.0,0.0,0.013,0.013
7.44,1.25,2.88,0.67,0.08,7.34,30.5,0.0,0.0,0.182,9.84,24.52,-11.16,17.49,16.52,-8.53,11.34,-41.75,96.24,-8.17,17.67,-8.17,16.0,-41.22,135.26,22.76,8.96,5.01,2.31,24.09,-18.78,12.12,9.26,-18.24,14.32,-34.71,93.38,-9.32,10.78,-14.0,20.84,-37.18,141.13,26.81,5.88,9.75,0.0661,0.8925,-1.0,0.2431,0.3015,-1.0,0.4093,-0.1765,0.144,-0.1967,0.4718,-1.0,0.5954,-0.149,1.0,0.766,0.499,-0.7762,0.052,0.013,0.013,0.006,0.0,0.013,0.013,0.006,0.013,0.013,0.0,0.0,0.026,0.182,0.052,0.019,0.0,0.013
7.48,1.18,2.82,-1.88,-0.65,-0.95,31.0,0.0,0.0,0.182,8.79,24.08,-11.87,17.67,16.52,-9.58,12.39,-41.04,96.94,-9.32,17.84,-8.17,17.31,-40.43,135.97,23.99,9.67,6.42,0.81,25.51,-20.0,10.62,7.76,-16.74,15.82,-33.21,91.88,-7.82,9.28,-15.5,19.94,-38.68,142.63,25.46,4.38,8.25,0.0171,0.9184,-1.0,0.2251,0.5223,-0.8938,0.4923,-0.1264,0.1023,-0.165,0.4715,-1.0,0.5698,-0.2743,1.0,0.7274,0.4139,-0.9213,0.052,0.013,0.013,0.006,0.0,0.013,0.013,0.006,0.013,0.013,0.0,0.0,0.026,0.182,0.052,0.019,0.0,0.013
7.52,1.36,2.82,4.19,1.29,3.7,31.5,0.0,0.0,0.182,6.68,23.99,-12.92,17.67,16.08,-10.9,13.27,-40.25,97.29,-10.02,17.75,-8.44,18.46,-39.55,136.76,25.14,10.11,7.65,2.02,25.13,-20.0,9.12,6.26,-15.24,16.64,-34.61,90.38,-6.32,8.79,-17.0,18.44,-39.32,144.13,24.15,2.88,6.75,0.0578,0.9115,-1.0,0.2536,0.545,-0.8011,0.4753,-0.1748,0.1645,-0.0902,0.6144,-1.0,0.5056,-0.2604,1.0,0.6901,0.4126,-0.9026,0.052,0.013,0.013,0.006,0.0,0.013,0.013,0.006,0.013,0.013,0.0,0.0,0.026,0.182,0.052,0.019,0.0,0.013
7.56,1.89,3.13,14.77,7.32,5.08,32.0,0.0,0.0,0.26,6.24,24.08,-14.24,17.67,15.21,-12.39,14.33,-39.02,97.38,-10.55,17.05,-9.49,19.42,-39.02,138.08,25.93,10.11,8.53,3.52,24.95,-20.0,10.62,4.76,-13.74,15.94,-36.11,88.88,-4.82,10.29,-18.5,17.17,-37.82,145.63,23.01,1.91,5.25,0.1875,0.9081,-1.0,0.3362,0.5059,-0.8126,0.4556,-0.2091,0.2219,-0.0008,0.6544,-0.9847,0.4907,-0.1052,1.0,0.6573,0.4894,-0.8639,0.039,0.006,0.013,0.026,0.026,0.006,0.013,0.0,0.0,0.0,0.026,0.013,0.006,0.26,0.111,0.006,0.013,0.006
7.6,2.61,3.4,17.34,7.94,-1.51,32.5,0.0,0.0,0.26,3.96,24.52,-15.56,16.7,14.06,-13.54,15.21,-37.71,97.12,-10.72,16.08,-10.55,20.13,-38.94,139.66,26.37,9.93,9.14,5.02,25.18,-19.04,12.12,3.26,-12.24,15.24,-37.61,90.38,-3.32,10.92,-17.0,17.94,-36.32,147.13,22.47,3.41,4.92,0.3319,0.9124,-0.9887,0.4035,0.3763,-0.8262,0.4353,-0.2959,0.3202,0.005,0.6531,-0.8047,0.5127,0.1359,1.0,0.642,0.6554,-0.7069,0.039,0.006,0.013,0.026,0.026,0.006,0.013,0.0,0.0,0.0,0.026,0.013,0.006,0.26,0.111,0.006,0.013,0.006
7.64,2.94,3.6,7.15,3.68,-1.17,33.0,0.0,0.0,0.26,3.78,24.79,-16.88,15.12,12.66,-14.33,15.82,-36.83,96.68,-10.55,14.85,-11.87,20.48,-38.67,140.8,26.63,9.14,9.49,6.52,24.52,-17.54,13.62,1.76,-10.74,14.29,-39.11,91.88,-1.82,12.42,-15.5,16.44,-34.82,148.63,22.99,4.91,6.42,0.4036,0.9005,-0.9342,0.4517,0.2653,-0.7769,0.4083,-0.3718,0.4065,-0.0085,0.7289,-0.5971,0.4211,0.3185,1.0,0.657,0.7464,-0.6249,0.039,0.006,0.013,0.026,0.026,0.006,0.013,0.0,0.0,0.0,0.026,0.013,0.006,0.26,0.111,0.006,0.013,0.006
7.68,3.12,3.63,4.28,1.2,-7.11,33.5,0.0,0.0,0.539,2.72,24.96,-18.02,14.06,11.34,-14.94,16.17,-36.12,95.89,-9.67,13.62,-13.18,20.57,-37.97,141.42,26.46,8.26,9.4,8.02,23.87,-16.04,15.12,0.26,-9.24,15.44,-40.61,93.38,-2.83,13.92,-14.0,14.94,-33.32,150.0,23.66,6.41,7.92,0.3619,0.8885,-0.8858,0.5322,0.4412,-0.6568,0.4412,-0.3881,0.4891,-0.0809,0.7668,-0.5103,0.3578,0.2938,1.0,0.6759,0.8164,-0.59,0.026,0.006,0.006,0.006,0.026,0.0,0.006,0.006,0.013,0.006,0.013,0.006,0.006,0.091,0.539,0.019,0.019,0.013
7.72,3.13,3.67,1.46,0.23,0.19,34.0,0.0,0.0,0.539,2.11,25.05,-18.9,13.27,9.93,-15.12,16.17,-35.77,94.48,-8.61,12.66,-14.24,20.13,-37.27,141.94,25.58,7.12,8.96,9.52,22.37,-14.54,16.62,0.58,-7.74,13.94,-42.11,94.88,-4.33,15.42,-12.5,13.44,-31.82,150.0,22.53,7.91,9.42,0.3955,0.823,-0.7894,0.6129,0.465,-0.6303,0.3836,-0.5022,0.6399,-0.138,0.8712,-0.3831,0.2601,0.3214,1.0,0.6438,0.9436,-0.4336,0.026,0.006,0.006,0.006,0.026,0.0,0.006,0.006,0.013,0.006,0.013,0.006,0.006,0.091,0.539,0.019,0.019,0.013
7.76,3.53,3.74,7.76,2.54,-8.47,34.5,0.0,0.0,0.539,2.37,24.26,-19.6,12.13,8.09,-14.77,16.0,-35.95,93.34,-7.12,11.69,-15.03,18.81,-36.12,142.65,24.35,6.15,8.35,11.02,20.87,-13.04,18.12,2.08,-6.24,13.79,-43.61,96.38,-5.83,16.92,-11.0,11.94,-30.32,148.5,23.15,9.41,10.92,0.4051,0.8222,-0.7905,0.7407,0.5741,-0.6712,0.3939,-0.5229,0.7492,-0.2069,0.835,-0.4544,0.2414,0.3532,0.9098,0.6614,1.0,-0.3647,0.026,0.006,0.006,0.006,0.026,0.0,0.006,0.006,0.013,0.006,0.013,0.006,0.006,0.091,0.539,0.019,0.019,0.013
7.8,3.84,3.84,9.44,3.16,-7.65,35.0,0.0,0.0,1.82,2.37,23.73,-19.78,12.04,7.12,-14.41,15.29,-36.39,92.9,-6.24,11.43,-15.38,18.11,-35.16,142.82,23.55,5.8,8.17,12.52,19.52,-11.54,19.62,0.88,-4.74,12.78,-45.11,97.88,-7.33,18.42,-9.5,10.44,-28.82,147.0,24.36,10.91,12.42,0.413,0.8095,-0.7406,0.7283,0.4705,-0.7504,0.3651,-0.6433,0.8139,-0.311,0.8355,-0.3697,0.2,0.4947,0.9406,0.6961,1.0,-0.2039,0.013,0.019,0.006,0.006,0.026,0.006,0.006,0.006,0.013,0.006,0.0,0.006,0.019,0.169,1.82,0.006,0.013,0.0
7.84,4.43,4.1,16.84,5.88,-8.91,35.5,0.0,0.0,1.82,4.13,22.68,-19.78,12.22,5.62,-13.18,14.41,-37.18,92.46,-5.27,11.34,-15.29,16.7,-33.84,142.82,22.94,5.54,8.26,12.84,19.28,-10.04,21.12,-0.25,-3.24,12.68,-46.61,99.38,-8.83,16.92,-8.0,8.94,-27.32,145.5,25.86,12.41,13.92,0.3667,0.8051,-0.7371,0.75,0.4499,-0.7973,0.3623,-0.6442,0.7713,-0.3551,0.7143,-0.474,0.2329,0.518,0.9403,0.7428,1.0,-0.2013,0.013,0.019,0.006,0.006,0.026,0.006,0.006,0.006,0.013,0.006,0.0,0.006,0.019,0.169,1.82,0.006,0.013,0.0
7.88,5.25,4.37,19.47,7.92,-7.07,36.0,0.0,0.0,1.82,4.22,21.62,-19.16,12.92,4.31,-11.95,13.62,-38.23,92.46,-4.66,11.43,-15.03,15.29,-32.34,142.82,22.59,5.54,8.79,11.58,17.78,-8.54,22.62,-1.75,-4.74,11.82,-48.11,100.88,-10.33,15.42,-6.5,10.44,-25.82,147.0,27.36,13.91,15.42,0.3309,0.7469,-0.7236,0.7046,0.3087,-0.8982,0.3377,-0.7354,0.77,-0.4084,0.5864,-0.5827,0.3172,0.5843,0.9741,0.7886,1.0,-0.2052,0.013,0.019,0.006,0.006,0.026,0.006,0.006,0.006,0.013,0.006,0.0,0.006,0.019,0.169,1.82,0.006,0.013,0.0
7.92,5.89,4.77,17.22,9.51,1.07,36.5,0.0,0.0,2.613,6.33,20.48,-18.19,13.8,2.9,-10.55,13.01,-39.46,92.64,-4.39,12.22,-14.06,13.89,-30.85,142.82,22.59,5.98,9.67,10.08,16.28,-7.04,22.58,-3.25,-6.24,10.87,-49.61,102.38,-11.83,13.92,-5.0,11.94,-24.32,148.5,28.32,15.41,16.92,0.2613,0.6961,-0.7034,0.6453,0.1753,-0.9731,0.3107,-0.7957,0.727,-0.4221,0.4712,-0.7033,0.3834,0.6343,1.0,0.8091,1.0,-0.2548,0.013,0.019,0.006,0.026,0.026,0.013,0.006,0.033,0.013,0.006,0.0,0.006,0.013,0.123,2.613,0.019,0.006,0.013
7.96,6.53,5.04,13.18,6.14,-2.41,37.0,0.0,0.0,2.613,7.38,19.25,-16.79,15.12,1.23,-8.96,12.04,-41.22,92.9,-4.39,13.18,-12.83,12.39,-29.09,142.82,23.29,6.94,10.99,8.58,14.78,-5.54,21.08,-4.75,-7.74,11.57,-51.11,103.88,-13.33,12.42,-6.5,13.44,-22.82,147.13,29.8,16.91,18.42,0.166,0.7005,-0.7438,0.5656,0.1882,-1.0,0.3307,-0.8257,0.6548,-0.4804,0.2448,-0.9439,0.5204,0.5626,0.9663,0.8514,1.0,-0.4118,0.013,0.019,0.006,0.026,0.026,0.013,0.006,0.033,0.013,0.006,0.0,0.006,0.013,0.123,2.613,0.019,0.006,0.013
8.0,6.9,5.29,9.44,5.52,0.83,37.5,0.0,0.0,2.613,8.79,18.11,-15.47,16.61,-0.09,-7.82,11.43,-42.63,94.31,-5.45,13.8,-11.43,11.43,-27.6,142.82,24.08,8.35,12.39,7.08,13.28,-4.04,19.58,-6.25,-9.24,10.07,-52.61,105.38,-14.83,10.92,-8.0,14.94,-21.32,148.63,29.36,18.41,19.92,0.0232,0.6445,-0.7123,0.4493,0.1195,-1.0,0.2721,-0.9201,0.5998,-0.5192,0.1958,-0.9997,0.5547,0.4715,1.0,0.8388,1.0,-0.5108,0.013,0.019,0.006,0.026,0.026,0.013,0.006,0.033,0.013,0.006,0.0,0.006,0.013,0.123,2.613,0.019,0.006,0.013
8.04,7.3,5.4,10.68,3.81,-4.35,38.0,0.0,0.0,2.613,9.67,16.88,-13.97,17.93,-1.49,-7.03,10.9,-44.03,95.71,-6.24,14.06,-10.11,10.9,-26.19,142.82,25.22,9.67,13.8,5.58,11.78,-2.54,18.08,-7.75,-10.74,11.57,-54.11,106.88,-16.33,9.42,-9.5,16.44,-19.82,150.0,27.96,19.91,18.42,-0.0688,0.6451,-0.7236,0.3999,0.1181,-1.0,0.3425,-0.9552,0.5176,-0.5836,0.0696,-1.0,0.6137,0.3928,1.0,0.7987,1.0,-0.6857,0.013,0.026,0.006,0.013,0.033,0.006,0.0,0.026,0.019,0.019,0.0,0.006,0.0,0.169,1.534,0.013,0.019,0.013
8.08,7.77,5.69,11.26,6.84,1.94,38.5,0.0,0.0,2.613,9.67,15.56,-12.57,19.07,-2.99,-6.5,10.46,-45.44,97.03,-7.47,14.06,-9.14,10.46,-24.87,142.82,26.37,10.81,14.68,4.08,10.28,-1.04,16.58,-9.25,-12.24,10.25,-55.61,108.2,-17.83,7.92,-11.0,17.94,-18.32,150.0,27.32,21.41,16.92,-0.1315,0.5485,-0.6923,0.3312,-0.008,-1.0,0.2929,-1.0,0.5082,-0.5562,0.0579,-1.0,0.586,0.3981,1.0,0.7805,1.0,-0.7576,0.013,0.026,0.006,0.013,0.033,0.006,0.0,0.026,0.019,0.019,0.0,0.006,0.0,0.169,1.534,0.013,0.019,0.013
8.12,8.17,5.99,10.99,6.58,1.23,39.0,0.0,0.0,2.613,10.37,14.24,-11.16,19.78,-4.39,-6.42,10.37,-46.85,98.44,-8.88,13.71,-8.35,10.46,-23.47,142.82,27.16,11.95,16.17,2.58,8.78,0.46,15.08,-10.75,-13.74,11.75,-57.11,109.7,-18.71,6.42,-12.5,19.44,-16.82,150.0,25.82,22.91,15.42,-0.1343,0.5166,-0.644,0.348,-0.0244,-1.0,0.35,-1.0,0.5336,-0.5344,-0.008,-1.0,0.5913,0.4621,1.0,0.7297,1.0,-0.7741,0.013,0.026,0.006,0.013,0.033,0.006,0.0,0.026,0.019,0.019,0.0,0.006,0.0,0.169,1.534,0.013,0.019,0.013
8.16,8.57,6.27,9.48,7.03,6.91,39.5,0.0,0.0,2.613,8.96,12.92,-9.76,20.3,-5.71,-6.59,10.37,-48.25,99.84,-10.2,12.83,-8.17,11.16,-22.06,142.82,27.6,13.45,16.96,1.08,7.28,1.96,13.58,-12.25,-15.24,12.19,-58.61,111.2,-17.71,4.92,-14.0,20.5,-15.32,150.0,26.09,24.41,13.92,-0.153,0.4957,-0.5917,0.3258,-0.0549,-1.0,0.3484,-1.0,0.5497,-0.5061,0.0119,-1.0,0.5856,0.5139,1.0,0.7453,1.0,-0.7727,0.006,0.026,0.006,0.0,0.026,0.019,0.013,0.033,0.026,0.019,0.026,0.0,0.006,0.163,2.607,0.006,0.033,0.019
8.2,8.81,6.47,6.13,5.26,6.74,40.0,0.0,0.0,2.613,8.96,11.6,-8.35,20.39,-7.12,-7.47,10.37,-49.66,101.34,-11.6,11.6,-8.09,12.04,-20.83,142.82,27.86,14.59,17.4,-0.42,5.78,3.46,12.96,-13.75,-16.74,13.69,-60.11,112.7,-16.21,3.42,-12.73,19.0,-13.82,150.0,25.39,25.91,12.42,-0.1441,0.4788,-0.5336,0.3704,-0.0546,-1.0,0.3965,-1.0,0.5907,-0.4536,0.0955,-0.9145,0.5414,0.5881,1.0,0.7253,1.0,-0.7262,0.006,0.026,0.006,0.0,0.026,0.019,0.013,0.033,0.026,0.019,0.026,0.0,0.006,0.163,2.607,0.006,0.033,0.019
8.24,9.11,6.29,7.7,-5.1,-3.88,40.5,0.0,0.0,2.613,7.73,10.2,-6.94,20.39,-8.61,-8.44,11.34,-51.06,102.66,-13.01,10.28,-8.44,13.01,-19.51,142.82,27.77,15.73,17.58,-1.92,4.28,4.96,14.46,-15.25,-18.24,15.19,-61.61,114.2,-15.24,1.92,-11.23,17.5,-12.32,150.0,25.15,27.41,11.15,-0.1502,0.4911,-0.4827,0.417,0.008,-1.0,0.4478,-1.0,0.6349,-0.4354,0.1825,-0.8192,0.4819,0.6528,1.0,0.7186,1.0,-0.6335,0.006,0.026,0.006,0.0,0.026,0.019,0.013,0.033,0.026,0.019,0.026,0.0,0.006,0.163,2.607,0.006,0.033,0.019
8.28,9.44,5.83,7.91,-12.48,-1.21,41.0,0.0,0.0,2.756,6.15,8.79,-5.54,20.21,-10.02,-9.67,12.39,-52.38,104.06,-14.24,8.88,-9.4,14.33,-18.02,142.82,27.33,16.96,17.58,-3.42,2.78,6.46,14.18,-16.75,-19.74,14.63,-63.11,115.7,-13.85,0.42,-9.73,16.0,-10.82,150.0,26.0,28.91,12.65,-0.145,0.3392,-0.4497,0.405,-0.108,-1.0,0.418,-1.0,0.6842,-0.3957,0.4156,-0.6199,0.3511,0.768,1.0,0.7428,1.0,-0.5351,0.039,0.019,0.019,0.019,0.026,0.013,0.006,0.033,0.019,0.013,0.019,0.006,0.019,0.182,2.756,0.013,0.084,0.0
8.32,9.61,5.2,4.93,-17.34,-13.43,41.5,0.0,0.0,2.756,5.27,7.29,-4.04,18.9,-11.43,-11.07,13.36,-53.79,105.47,-15.12,7.38,-10.2,15.47,-16.52,142.82,26.54,18.37,17.23,-4.0,1.28,7.96,14.27,-18.25,-20.0,16.13,-64.61,117.2,-13.6,1.92,-8.23,14.5,-9.32,150.0,26.73,30.0,14.15,-0.1142,0.2228,-0.5043,0.4077,-0.129,-1.0,0.4742,-1.0,0.7221,-0.3885,0.5499,-0.5144,0.255,0.8683,1.0,0.7638,1.0,-0.5584,0.039,0.019,0.019,0.019,0.026,0.013,0.006,0.033,0.019,0.013,0.019,0.006,0.019,0.182,2.756,0.013,0.084,0.0
8.36,10.0,4.44,8.47,-18.63,-9.73,42.0,0.0,0.0,2.756,3.25,5.98,-2.64,17.4,-12.83,-12.48,14.24,-55.11,106.88,-15.73,6.06,-10.72,16.35,-15.03,142.91,26.1,19.78,16.44,-3.86,-0.22,9.46,12.77,-19.75,-19.95,17.08,-66.11,118.7,-14.25,3.42,-6.73,13.0,-7.82,150.0,27.68,30.0,15.65,-0.1104,0.1714,-0.5185,0.3382,-0.1087,-0.9994,0.488,-1.0,0.7774,-0.4071,0.6926,-0.3398,0.1225,0.8784,1.0,0.7907,1.0,-0.5072,0.039,0.019,0.019,0.019,0.026,0.013,0.006,0.033,0.019,0.013,0.019,0.006,0.019,0.182,2.756,0.013,0.084,0.0
