t_s,tick,seg,phase,joint,t_send_s,t_recv_s,overrun,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,cur_a,load_pct,volt,temp_c
2.7371,30,0,move,-1,2.7371,2.7464,0,-0.088,15.820,33.135,1.318,16.611,34.102,2.725,16.963,33.311,1.582,16.436,33.750,1.406,14.150,33.223,-0.703,13.799,32.607,0.330,17.450,46.680,1.710,17.790,46.590,3.380,20.600,46.940,1.360,17.770,46.590,1.920,18.040,46.590,0.110,15.750,46.760,0.111,22.8,11.80,47.0
2.7771,31,0,move,-1,2.7771,2.7862,0,0.000,16.084,34.453,1.318,16.875,35.332,2.725,18.018,34.629,1.582,16.699,35.068,1.582,15.029,34.541,-0.703,13.799,34.102,0.430,17.680,48.180,1.820,18.040,48.090,3.530,20.980,48.440,1.270,17.990,48.090,1.950,18.320,48.090,0.450,15.970,48.260,0.111,22.8,11.80,47.0
2.8171,32,0,move,-1,2.8171,2.8264,0,0.264,16.260,35.771,1.494,17.051,36.738,2.988,18.809,35.947,1.318,16.875,36.562,1.846,15.732,36.035,-0.264,14.062,35.508,0.470,17.790,49.680,1.840,18.200,49.590,3.520,21.250,49.940,1.230,18.140,49.590,1.930,18.510,49.590,0.650,16.220,49.760,0.065,22.4,11.70,32.0
2.8571,33,0,move,-1,2.8571,2.8664,0,0.264,16.436,37.178,1.670,17.139,38.145,3.252,19.424,37.178,1.318,17.051,37.881,1.846,16.084,37.354,0.264,14.326,36.826,0.490,17.840,51.180,1.860,18.320,51.090,3.490,21.480,51.440,1.210,18.290,51.090,1.930,18.670,51.090,0.790,16.460,51.260,0.065,22.4,11.70,32.0
2.8971,34,0,move,-1,2.8971,2.9064,0,0.264,16.523,38.496,1.670,17.139,39.463,3.252,19.951,38.408,1.318,17.139,39.199,1.758,16.260,38.672,0.527,14.414,38.145,0.550,17.970,52.680,1.910,18.480,52.590,3.500,21.810,52.940,1.170,18.440,52.590,1.980,18.930,52.590,0.880,16.700,52.760,0.065,22.4,11.70,32.0
2.9371,35,0,move,-1,2.9371,2.9464,0,0.264,16.699,39.814,1.670,17.139,40.869,3.252,20.127,39.727,1.230,17.139,40.518,1.758,16.348,39.990,0.703,14.590,39.463,0.650,18.080,54.180,1.970,18.580,54.090,3.550,21.980,54.440,1.160,18.520,54.090,2.070,19.030,54.090,1.020,16.830,54.260,0.123,25.2,11.60,32.0
2.9771,36,0,move,-1,2.9771,2.9867,0,0.264,16.699,41.221,1.758,17.139,42.188,3.252,20.391,41.045,1.230,17.139,41.924,1.758,16.348,41.396,0.791,14.678,40.781,0.750,18.140,55.680,2.010,18.640,55.590,3.560,22.170,55.940,1.130,18.580,55.590,2.160,19.150,55.590,1.150,16.940,55.760,0.123,25.2,11.60,32.0
3.0171,37,0,move,-1,3.0171,3.0268,0,0.264,16.699,42.539,1.758,17.314,43.506,3.252,20.479,42.363,1.230,17.314,43.330,1.934,16.523,42.803,1.055,14.678,42.188,0.780,18.120,57.180,1.990,18.630,57.090,3.530,22.360,57.440,1.120,18.610,57.090,2.160,19.310,57.090,1.210,17.090,57.260,0.123,25.2,11.60,32.0
3.0572,38,0,move,-1,3.0572,3.0666,0,0.615,16.699,43.945,1.758,17.314,44.912,3.252,20.479,43.594,1.230,17.314,44.736,2.021,16.787,44.209,1.055,14.678,43.594,0.770,18.090,58.680,1.980,18.620,58.590,3.480,22.560,58.940,1.120,18.630,58.590,2.120,19.500,58.590,1.260,17.230,58.760,0.111,25.6,11.60,32.0
3.0971,39,0,move,-1,3.0971,3.1062,0,0.615,16.699,45.264,1.758,17.314,46.143,3.252,20.479,44.824,1.230,17.314,46.055,2.109,16.875,45.527,1.143,14.766,44.912,0.850,18.110,60.180,1.980,18.620,60.090,3.470,22.630,60.440,1.120,18.620,60.090,2.180,19.500,60.090,1.330,17.280,60.260,0.111,25.6,11.60,32.0
3.1369,40,0,move,-1,3.1369,3.1463,0,0.615,16.611,46.582,1.758,17.314,47.549,3.252,20.479,46.143,1.230,17.314,47.461,2.021,16.875,46.934,1.143,15.029,46.230,0.880,17.990,61.680,1.990,18.560,61.590,3.500,22.500,61.940,1.130,18.610,61.590,2.260,19.380,61.590,1.410,17.340,61.760,0.111,25.6,11.60,32.0
3.1771,41,0,move,-1,3.1771,3.1861,0,0.615,16.611,47.988,1.758,17.314,48.867,3.340,20.479,47.549,1.230,17.314,48.779,2.021,16.963,48.340,1.318,15.117,47.637,0.890,17.950,62.620,1.990,18.480,63.090,3.510,22.510,63.440,1.150,18.540,63.090,2.250,19.350,63.090,1.510,17.320,63.260,0.156,27.6,11.60,32.0
3.2171,42,0,move,-1,3.2171,3.2260,0,0.615,16.611,49.395,1.758,17.227,50.186,3.428,20.479,48.867,1.230,17.227,50.098,2.021,16.963,49.746,1.406,15.117,48.955,0.890,17.860,62.700,1.980,18.410,64.590,3.530,22.480,64.940,1.170,18.500,64.590,2.250,19.310,64.590,1.610,17.360,64.760,0.156,27.6,11.60,32.0
3.2571,43,0,move,-1,3.2571,3.2660,0,0.615,16.611,50.713,1.846,17.139,51.504,3.428,20.391,50.186,1.230,17.227,51.504,2.021,16.963,51.152,1.406,15.117,50.361,0.830,17.750,62.890,1.930,18.360,66.090,3.440,22.550,66.440,1.210,18.490,66.090,2.200,19.380,66.090,1.580,17.470,66.260,0.156,27.6,11.60,32.0
3.2971,44,0,move,-1,3.2971,3.3060,0,0.615,16.523,52.031,1.846,17.139,52.822,3.428,20.391,51.416,1.230,17.227,52.910,2.021,16.963,52.646,1.494,15.117,51.768,0.830,17.680,62.980,1.920,18.300,67.590,3.440,22.520,67.940,1.230,18.460,67.590,2.200,19.330,67.590,1.610,17.510,67.760,0.149,29.2,11.50,32.0
3.3371,45,0,move,-1,3.3371,3.3461,0,0.615,16.523,53.438,1.846,17.139,54.141,3.428,20.391,52.646,1.230,17.227,54.316,2.021,16.963,53.965,1.494,15.117,53.086,0.800,17.610,63.130,1.890,18.220,69.090,3.410,22.530,69.440,1.250,18.420,69.090,2.160,19.350,69.090,1.650,17.570,69.260,0.149,29.2,11.50,32.0
3.3771,46,0,move,-1,3.3771,3.3860,0,0.615,16.523,54.756,1.846,17.139,55.547,3.428,20.303,54.053,1.318,17.227,55.635,2.021,16.963,55.371,1.494,15.117,54.492,0.740,17.480,63.350,1.820,18.150,70.590,3.320,22.530,70.940,1.300,18.410,70.590,2.110,19.370,70.590,1.560,17.680,70.760,0.149,29.2,11.50,32.0
3.4171,47,0,move,-1,3.4171,3.4260,0,0.527,16.523,56.250,1.846,17.139,56.953,3.428,20.303,55.547,1.318,17.227,57.041,1.934,16.963,56.689,1.494,15.117,55.898,0.680,17.360,63.500,1.780,18.070,72.050,3.270,22.490,72.440,1.330,18.390,72.090,2.070,19.350,72.090,1.550,17.740,72.260,0.163,30.0,11.50,32.0
3.4571,48,0,move,-1,3.4571,3.4661,0,0.527,16.523,57.744,1.846,17.139,58.447,3.428,20.303,56.953,1.318,17.227,58.535,1.934,16.963,58.184,1.406,15.117,57.305,0.620,17.270,63.700,1.720,18.000,72.250,3.190,22.550,73.940,1.370,18.380,73.230,2.000,19.440,73.590,1.480,17.820,73.760,0.163,30.0,11.50,32.0
3.4971,49,0,move,-1,3.4971,3.5065,0,0.439,16.523,59.150,1.846,17.139,59.941,3.428,20.303,58.535,1.318,17.227,60.029,1.846,16.963,59.766,1.318,15.117,58.799,0.580,17.190,63.900,1.680,17.940,72.420,3.120,22.600,75.440,1.400,18.380,73.310,1.970,19.490,75.090,1.410,17.880,75.260,0.163,30.0,11.50,32.0
3.5371,50,0,move,-1,3.5371,3.5464,0,0.615,16.523,60.381,1.846,17.139,61.436,3.428,20.303,59.941,1.318,17.227,61.523,1.846,16.963,61.172,1.318,15.293,60.381,0.530,17.090,63.990,1.660,17.860,72.490,3.100,22.510,76.940,1.430,18.340,73.280,1.940,19.430,76.590,1.430,17.890,75.170,0.136,27.6,11.60,32.0
3.5771,51,0,move,-1,3.5771,3.5861,0,0.615,16.523,61.348,1.846,17.139,62.930,3.428,20.303,61.348,1.318,17.227,63.018,1.846,16.963,62.754,1.318,15.557,61.787,0.520,17.030,64.090,1.630,17.770,72.610,3.090,22.450,78.440,1.450,18.300,73.320,1.910,19.390,78.090,1.470,17.880,75.150,0.136,27.6,11.60,32.0
3.6171,52,0,move,-1,3.6171,3.6262,0,0.615,16.523,62.051,1.758,17.139,64.336,3.340,20.303,62.842,1.318,17.227,64.424,1.846,16.963,64.160,1.406,15.557,63.193,0.440,16.910,64.280,1.590,17.700,72.730,3.020,22.450,79.940,1.470,18.310,73.290,1.840,19.450,79.590,1.450,17.940,75.080,0.136,27.6,11.60,32.0
3.6571,53,0,move,-1,3.6571,3.6664,0,0.527,16.523,62.578,1.758,17.139,65.830,3.340,20.303,64.248,1.318,17.227,65.830,1.846,16.963,65.566,1.494,15.557,64.600,0.410,16.850,64.410,1.550,17.670,72.820,2.960,22.510,81.440,1.490,18.330,73.300,1.820,19.490,81.090,1.410,17.980,75.110,0.143,28.8,11.60,32.0
3.6971,54,0,move,-1,3.6971,3.7064,0,0.527,16.523,62.842,1.758,17.051,67.148,3.340,20.303,65.654,1.318,17.227,67.236,1.846,16.963,66.973,1.494,15.557,65.918,0.360,16.790,64.450,1.540,17.600,72.940,2.940,22.510,82.940,1.500,18.310,73.330,1.760,19.560,82.590,1.440,17.970,75.050,0.143,28.8,11.60,32.0
3.7371,55,0,move,-1,3.7371,3.7464,0,0.439,16.523,63.105,1.758,17.051,68.379,3.252,20.303,66.973,1.406,17.227,68.730,1.846,16.963,68.291,1.494,15.557,67.236,0.330,16.720,64.560,1.510,17.580,72.960,2.900,22.510,84.440,1.510,18.330,73.290,1.780,19.560,84.090,1.380,18.020,75.050,0.143,28.8,11.60,32.0
3.7771,56,0,move,-1,3.7771,3.7863,0,0.439,16.523,63.105,1.758,17.051,69.609,3.252,20.303,68.291,1.406,17.227,70.049,1.846,16.963,69.785,1.494,15.557,68.643,0.220,16.690,64.610,1.500,17.550,73.180,2.840,22.640,85.940,1.490,18.340,73.420,1.680,19.810,85.030,1.360,18.040,75.010,0.189,29.6,11.50,32.0
3.8171,57,0,move,-1,3.8171,3.8264,0,0.352,16.523,63.281,1.758,17.051,70.488,3.252,20.303,69.697,1.406,17.227,71.191,1.758,16.963,71.279,1.406,15.557,70.049,0.290,16.730,64.730,1.520,17.510,73.370,2.920,22.710,87.440,1.480,18.290,73.670,1.720,19.830,85.270,1.470,17.980,75.120,0.189,29.6,11.50,32.0
3.8571,58,0,move,-1,3.8571,3.8664,0,0.352,16.523,63.369,1.758,16.963,71.279,3.252,20.303,71.191,1.406,17.227,72.070,1.758,16.963,72.861,1.318,15.557,71.279,0.170,16.630,64.950,1.440,17.570,73.520,2.820,22.970,88.540,1.460,18.390,73.740,1.680,20.120,85.350,1.370,18.090,75.210,0.189,29.6,11.50,32.0
3.8971,59,0,move,-1,3.8971,3.9064,0,0.264,16.436,63.545,1.758,16.699,71.719,3.252,20.303,72.686,1.406,17.314,72.773,1.758,16.963,74.355,1.318,15.557,72.246,0.180,16.680,65.020,1.470,17.570,73.710,2.900,23.090,88.700,1.410,18.370,73.980,1.650,20.250,85.530,1.550,18.040,75.260,0.091,21.6,11.50,32.0
3.9371,60,0,move,-1,3.9371,3.9464,0,0.176,16.260,63.896,1.758,16.699,72.158,3.252,20.303,74.180,1.406,17.402,73.213,1.758,17.754,75.762,1.318,15.557,72.949,0.120,16.680,65.370,1.460,17.630,74.100,2.860,23.430,88.890,1.360,18.430,74.360,1.600,20.620,85.750,1.520,18.140,75.460,0.091,21.6,11.50,32.0
3.9771,61,0,move,-1,3.9771,3.9864,0,0.176,16.260,64.072,1.758,16.699,72.422,3.252,20.479,75.498,1.406,17.578,73.564,1.670,17.930,77.256,1.318,15.557,73.389,0.100,16.700,65.740,1.430,17.700,74.390,2.870,23.710,89.050,1.320,18.520,74.630,1.600,20.900,86.070,1.530,18.260,75.570,0.091,21.6,11.50,32.0
4.0171,62,0,move,-1,4.0171,4.0264,0,0.176,16.260,64.336,1.758,16.699,72.773,3.252,20.654,76.729,1.406,17.666,73.916,1.582,17.930,78.574,1.318,15.557,73.740,0.030,16.740,65.980,1.420,17.780,74.780,2.800,24.140,89.230,1.270,18.600,75.000,1.500,21.360,86.200,1.460,18.360,75.780,0.130,17.6,11.60,32.0
4.0571,63,0,move,-1,4.0571,4.0664,0,0.176,16.260,64.600,1.758,16.699,73.037,3.252,20.654,78.047,1.406,17.666,74.268,1.582,17.930,79.980,1.318,15.557,73.916,0.030,16.740,66.280,1.400,17.830,74.970,2.820,24.300,89.370,1.250,18.660,75.200,1.530,21.480,86.470,1.460,18.460,75.840,0.130,17.6,11.60,32.0
4.0984,64,0,move,-1,4.0984,4.1096,0,0.176,16.260,64.863,1.758,16.699,73.301,3.252,20.654,79.453,1.318,17.842,74.531,1.582,17.930,81.475,1.318,15.820,73.916,-0.010,16.760,66.550,1.370,17.880,75.300,2.790,24.560,89.550,1.220,18.710,75.500,1.460,21.780,86.590,1.430,18.560,75.990,0.130,17.6,11.60,32.0
